[header]
width=40
height=40
tilewidth=32
tileheight=32

[tilesets]
tileset=../level00.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,14,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,9,0,0,0,0,0,0,0,0,0,10,5,5,14,2,
2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,
2,2,2,2,2,2,2,2,13,5,9,55,55,55,55,55,55,55,55,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,51,0,50,6,2,
2,2,2,2,2,2,13,5,9,55,55,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,
2,2,2,2,2,13,9,55,55,0,0,0,0,0,0,0,48,0,0,0,48,0,0,0,0,48,0,0,0,58,0,0,0,0,0,0,0,0,6,2,
2,2,2,2,13,9,55,0,0,0,0,48,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,6,2,
2,2,2,13,9,55,0,0,0,0,0,0,0,0,0,53,53,0,0,7,8,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,
2,2,13,9,55,0,0,0,0,0,0,53,7,3,3,3,3,3,3,11,12,3,3,8,53,0,0,0,0,48,0,0,0,0,0,0,0,51,6,2,
2,2,4,55,0,0,0,0,48,0,0,7,11,2,2,2,2,2,2,2,2,2,2,12,8,53,53,53,53,0,0,0,0,0,0,0,0,0,6,2,
2,13,9,0,0,0,0,0,0,53,53,6,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,3,8,43,43,43,0,0,0,0,0,6,2,
13,9,55,0,0,0,48,0,53,7,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,8,0,0,52,0,7,11,2,
4,55,0,0,58,0,0,0,7,11,2,2,2,2,13,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,2,2,12,3,8,41,7,11,2,2,
4,0,0,0,0,0,0,53,6,2,2,2,13,5,9,0,0,0,0,10,5,5,5,5,5,14,2,2,2,2,2,2,2,13,9,41,6,2,2,2,
4,0,0,48,0,0,56,7,11,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,2,2,4,0,41,6,2,2,2,
4,0,0,48,0,0,56,6,2,2,13,9,0,0,0,49,0,0,0,0,50,0,0,0,0,0,6,2,2,2,2,2,2,4,54,41,10,14,2,2,
4,0,0,0,0,0,56,6,2,2,4,0,0,0,0,0,0,7,3,18,0,0,0,7,3,3,21,5,5,5,14,2,2,4,54,41,55,6,2,2,
4,0,0,0,0,0,56,6,2,2,4,0,0,0,0,0,0,10,9,0,0,0,0,10,5,5,9,0,0,0,10,14,2,4,54,41,0,6,2,2,
4,53,0,0,0,0,56,6,2,2,4,0,0,49,0,57,0,48,0,0,50,0,57,0,0,0,0,0,51,0,0,6,2,4,54,0,0,6,2,2,
12,8,53,0,0,0,56,10,14,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,54,0,56,6,2,2,
2,12,8,53,0,0,0,56,6,2,2,4,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,6,2,12,8,0,0,6,2,2,
2,2,12,8,0,0,0,56,6,2,2,12,8,0,0,52,0,0,0,0,52,0,0,0,0,0,0,0,57,0,0,6,2,2,4,0,45,6,2,2,
2,2,2,4,0,0,0,56,6,2,2,2,4,0,0,0,0,0,0,0,50,0,53,0,0,0,0,0,0,0,0,6,2,2,4,0,56,6,2,2,
2,2,2,4,53,0,0,56,6,2,2,2,4,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,6,2,2,4,0,0,6,2,2,
2,2,2,12,8,54,0,56,6,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,6,2,13,9,45,0,6,2,2,
2,2,2,2,4,54,0,56,6,2,2,2,4,52,0,0,0,0,0,0,52,0,0,0,0,0,0,0,52,0,7,11,13,9,55,0,0,6,2,2,
2,2,13,5,9,54,0,56,10,14,2,2,12,3,3,3,8,0,0,0,0,0,0,0,7,3,3,3,3,3,11,2,4,55,0,0,0,6,2,2,
2,13,9,0,0,0,0,0,0,10,5,14,2,2,2,2,12,3,8,0,0,0,7,3,11,2,2,2,2,2,13,5,9,0,0,0,45,10,14,2,
13,9,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,12,8,0,7,11,2,2,2,2,2,13,5,9,55,55,0,0,45,0,0,6,2,
4,0,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,2,2,4,48,6,2,2,2,2,2,13,9,55,55,0,0,0,0,0,0,0,6,2,
4,0,0,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,2,4,48,6,2,2,2,2,2,4,55,0,0,0,0,0,0,0,0,0,6,2,
4,0,99,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,13,9,54,10,14,2,2,2,13,9,0,0,0,0,0,0,41,44,44,44,6,2,
4,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,13,9,54,0,56,10,14,13,5,9,55,0,0,0,0,0,0,58,0,0,0,6,2,
12,3,3,8,64,64,64,64,64,64,64,64,64,6,2,2,2,4,0,0,0,0,0,10,36,55,55,0,58,0,0,0,0,0,0,0,0,0,6,2,
2,2,2,4,63,63,63,63,63,63,63,63,63,6,2,2,2,4,0,0,0,0,0,55,19,0,0,0,0,0,0,0,0,0,0,0,0,53,6,2,
2,2,2,12,8,63,63,63,63,63,63,63,7,11,2,2,2,12,8,0,0,0,0,0,55,0,0,0,0,0,44,0,0,0,0,0,53,7,11,2,
2,2,2,2,12,8,63,63,63,63,63,7,11,2,2,2,2,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,11,2,2,
2,2,2,2,2,12,3,3,3,3,3,11,2,2,2,2,2,2,2,12,3,3,3,8,53,0,0,43,0,0,0,0,53,53,53,7,11,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,8,53,53,53,53,7,3,3,11,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,3,11,2,2,2,2,2,2,2

