[header]
width=70
height=40
tilewidth=32
tileheight=32

[tilesets]
tileset=../level00.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,5,14,2,2,2,2,13,5,5,5,5,14,2,13,5,5,5,14,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,14,2,2,13,5,5,5,14,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,9,66,0,0,10,5,5,5,5,9,0,0,0,65,10,5,9,0,0,0,10,5,5,5,5,5,5,9,0,0,0,0,0,55,55,55,0,55,10,5,5,9,55,55,55,10,5,5,5,14,
2,2,2,2,2,2,2,2,2,13,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,6,
2,2,2,2,2,2,2,2,2,4,54,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,0,0,7,3,8,0,0,49,0,50,0,0,0,6,
2,2,2,2,2,2,2,2,2,4,54,41,0,0,0,0,0,0,0,7,3,3,8,44,44,44,20,15,15,15,15,15,15,15,38,3,3,3,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,8,0,6,2,4,54,0,0,0,0,0,0,0,6,
2,2,2,2,2,2,2,2,2,4,54,41,0,0,7,3,3,3,3,11,13,5,9,0,0,0,0,0,0,0,0,0,0,0,10,5,14,2,2,13,5,5,5,5,5,5,5,5,14,2,2,2,2,2,2,2,4,0,6,13,9,54,0,0,0,0,0,0,65,6,
2,2,2,2,2,2,2,2,13,9,54,41,56,7,11,2,2,2,2,13,9,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,6,2,13,9,0,0,0,0,0,0,0,0,10,5,14,2,2,2,2,2,4,0,37,9,0,0,0,0,0,0,0,0,0,6,
2,2,2,2,2,2,2,2,4,0,0,41,56,6,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,5,9,0,0,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,4,0,16,66,0,0,0,0,0,0,0,99,0,6,
2,2,2,2,2,2,2,2,4,62,62,62,62,6,2,2,2,2,13,9,62,62,62,62,62,7,3,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,2,2,13,9,0,19,0,0,0,0,0,0,0,0,0,0,6,
2,2,2,2,2,2,2,2,4,61,61,61,61,6,2,2,2,2,4,61,61,61,61,61,61,6,2,2,2,2,12,3,8,48,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,6,2,13,9,0,50,0,0,57,0,0,0,0,0,0,20,38,11,
