[header]
width=50
height=50
tilewidth=32
tileheight=32

[tilesets]
tileset=../level00.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,5,5,5,9,55,55,55,55,55,55,55,55,55,55,10,5,5,14,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,14,2,
2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,10,5,14,2,2,2,2,13,5,9,55,55,55,55,55,55,6,2,
2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,10,14,2,2,13,9,55,55,0,0,0,0,0,0,10,14,
2,2,2,4,66,0,0,0,0,58,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,55,10,14,13,9,55,0,0,0,0,0,0,0,0,55,6,
2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,10,36,50,0,0,0,51,0,0,0,0,0,65,6,
2,2,2,4,53,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,7,3,3,3,8,0,0,0,0,0,0,0,0,0,55,19,0,0,0,0,0,0,0,0,0,0,0,6,
2,2,2,12,8,53,53,0,48,0,48,0,0,0,0,0,0,0,0,0,7,3,11,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
2,2,2,2,12,39,18,0,0,0,0,0,0,0,0,0,0,44,7,3,11,2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,
2,2,2,2,2,4,0,0,0,0,0,0,0,0,48,0,0,53,6,2,13,5,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,
2,2,2,2,13,9,0,0,48,0,48,0,0,0,48,0,53,7,11,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,2,
2,2,2,13,9,0,0,0,0,0,0,0,0,0,53,53,7,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,2,2,
2,2,2,4,0,0,0,0,0,0,0,0,0,48,7,3,11,2,2,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,
2,2,13,9,0,0,0,0,0,0,0,0,0,7,11,2,2,2,2,4,0,0,0,100,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,7,11,2,2,2,
2,2,4,0,0,0,0,0,0,0,0,0,7,11,2,2,2,2,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,2,2,2,2,
