[header]
width=30
height=70
tilewidth=32
tileheight=32

[tilesets]
tileset=../level00.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,10,5,5,5,5,5,5,5,5,5,14,2,2,2,
2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,55,10,14,2,2,
2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,
2,2,4,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,2,2,
2,2,4,0,0,0,0,0,0,57,51,0,0,0,0,0,0,57,0,0,0,0,0,48,100,0,7,11,2,2,
2,13,9,0,58,0,0,0,0,49,48,0,0,0,0,0,0,57,0,0,0,0,0,0,51,53,6,2,2,2,
2,4,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,2,2,2,
2,4,0,0,0,0,0,7,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,4,66,0,0,0,7,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,4,0,0,0,0,10,14,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,5,14,2,2,2,
2,4,0,0,0,0,0,10,5,5,5,5,5,5,9,55,55,55,55,55,0,0,0,0,0,0,10,5,14,2,
2,4,53,0,0,0,0,0,0,0,44,44,44,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,
2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
2,2,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,17,0,0,0,65,6,
2,2,12,8,53,53,0,0,53,53,0,0,0,0,0,0,0,0,0,41,0,0,0,0,34,8,0,0,0,6,
2,2,2,12,3,3,3,3,3,3,8,44,44,44,44,44,0,0,41,0,0,0,0,0,6,4,48,48,48,6,
2,2,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,53,6,4,48,48,57,6,
2,2,2,2,2,2,2,2,2,2,4,53,0,0,0,0,0,0,0,0,0,53,53,7,11,4,48,48,48,6,
2,2,2,2,2,2,2,2,2,2,12,8,53,53,0,0,0,53,53,53,53,7,3,11,2,4,48,48,48,6,
2,2,2,2,2,2,2,2,2,2,2,12,3,8,53,53,53,7,3,3,3,11,2,2,2,4,57,48,48,6,
2,2,2,2,2,2,2,13,5,5,5,5,5,22,3,3,3,11,2,2,2,2,2,2,13,9,0,0,0,6,
2,2,2,2,2,2,13,9,55,55,55,55,55,10,14,2,2,2,2,2,2,2,2,2,4,0,0,0,0,6,
2,2,2,2,2,13,9,0,0,0,0,0,0,55,10,5,14,2,2,2,2,2,2,2,4,66,0,0,0,6,
2,2,2,2,2,4,55,0,0,0,0,0,0,0,55,55,10,14,2,2,2,2,2,13,9,0,0,0,0,6,
2,2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,55,10,14,2,2,2,2,4,0,0,0,0,53,6,
2,2,2,13,9,55,0,0,0,0,0,17,0,0,0,0,0,55,10,14,2,2,13,9,0,0,0,53,7,11,
2,2,2,4,55,0,0,0,0,0,56,16,0,0,0,0,0,0,55,10,14,2,4,54,0,0,0,7,11,2,
2,2,2,4,0,0,0,0,0,56,7,33,0,0,0,0,0,0,0,55,10,14,4,54,0,0,56,6,2,2,
2,2,13,9,66,0,0,0,0,56,6,12,8,0,0,0,0,0,0,0,0,10,9,54,0,0,56,6,2,2,
2,2,4,54,0,0,0,0,56,7,11,2,12,8,44,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,
2,2,4,54,0,0,0,0,56,6,2,2,2,4,45,45,0,0,0,0,0,0,0,0,0,0,0,6,2,2,
2,2,4,54,0,0,0,0,56,6,2,2,2,4,43,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,
2,2,4,54,0,0,0,56,7,11,2,2,2,12,8,43,44,0,0,0,0,58,0,0,0,0,0,6,2,2,
2,2,4,54,0,0,0,56,6,2,2,2,2,2,12,8,45,45,0,0,0,53,0,0,0,0,7,11,2,2,
2,2,4,54,0,0,0,56,6,2,2,2,2,2,2,12,8,43,0,0,56,17,54,0,0,7,11,2,2,2,
2,2,4,54,0,0,0,56,6,2,2,2,2,2,2,2,12,3,3,3,3,23,3,3,3,11,2,2,2,2,
2,2,12,8,0,0,0,7,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,13,9,62,62,62,10,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,4,61,61,61,61,61,6,2,2,2,2,2,2,2,13,5,5,5,14,2,2,2,2,2,2,2,2,2,
2,2,4,61,61,61,61,61,6,2,2,2,2,2,13,5,9,55,55,55,10,5,5,14,2,2,2,2,2,2,
2,2,4,61,50,50,61,56,6,2,2,2,13,5,9,55,55,0,0,0,55,55,55,10,5,5,14,2,2,2,
2,13,9,61,61,61,61,56,6,2,2,2,4,55,55,0,0,0,0,0,0,0,0,55,55,55,10,14,2,2,
2,4,61,61,61,61,61,56,6,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,
2,4,61,61,61,61,61,56,6,2,2,2,4,0,0,0,0,0,0,0,0,41,0,0,0,0,65,6,2,2,
2,4,54,61,61,61,61,56,6,2,2,13,9,0,0,0,0,0,0,0,0,0,53,0,99,0,0,6,2,2,
2,4,61,61,61,61,61,61,6,2,2,4,54,0,0,0,0,0,0,41,0,56,17,54,0,0,0,6,2,2,
2,4,61,61,52,57,52,61,10,14,2,4,54,0,0,0,0,0,0,0,0,56,34,3,3,3,3,11,2,2,
2,4,61,61,61,61,61,61,61,6,2,4,54,0,0,0,0,41,0,0,0,0,10,14,2,2,2,2,2,2,
2,4,54,61,61,58,61,61,61,6,2,4,54,0,0,0,0,0,0,0,0,0,55,10,5,14,2,2,2,2,
2,4,54,61,61,61,61,61,61,6,2,4,54,0,0,0,0,0,0,0,0,0,0,0,55,10,5,14,2,2,
