[header]
width=40
height=40
tilewidth=32
tileheight=32

[tilesets]
tileset=../level00.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,
2,2,2,2,2,2,2,2,2,55,55,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,
2,2,2,2,2,2,2,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,58,0,0,0,0,0,49,0,50,2,2,
2,2,2,2,2,2,55,0,0,0,0,48,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,2,
2,2,2,2,2,55,0,0,0,0,0,0,0,0,0,53,53,0,0,2,2,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
2,2,2,2,55,0,0,0,0,0,0,53,2,2,2,2,2,2,2,2,2,2,2,2,53,0,0,0,0,48,0,0,0,0,0,52,0,51,2,2,
2,2,2,55,0,0,0,0,48,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,53,53,53,53,0,0,0,0,0,0,0,0,0,2,2,
2,2,2,0,0,0,0,0,0,53,53,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,44,44,0,0,0,0,0,2,2,
2,2,55,0,0,0,48,0,53,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,52,0,2,2,2,
2,55,0,0,58,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,2,2,2,2,
2,0,0,0,0,0,0,53,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,2,2,2,2,
2,0,0,48,0,0,56,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,41,2,2,2,2,
2,0,0,48,0,0,56,2,2,2,2,2,0,0,0,49,0,0,0,0,50,0,0,0,0,0,2,2,2,2,2,2,2,2,54,41,2,2,2,2,
2,0,0,0,0,0,56,2,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,54,41,55,2,2,2,
2,0,0,0,0,0,56,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,2,0,0,0,2,2,2,2,54,41,0,2,2,2,
2,53,0,0,0,0,56,2,2,2,2,0,0,49,0,57,0,48,0,0,50,0,57,0,0,0,0,0,51,0,0,2,2,2,54,0,0,2,2,2,
