[header]
width=70
height=30
tilewidth=32
tileheight=32

[tilesets]
tileset=../level00.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
2,2,2,2,2,2,2,13,5,5,5,5,5,5,25,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,13,5,5,5,9,0,0,0,0,0,0,19,0,0,0,0,10,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,13,5,9,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,10,14,2,2,2,2,2,2,2,2,2,2,2,2,13,5,9,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,5,5,14,2,2,2,2,2,13,5,5,5,14,2,2,2,2,
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6,2,2,2,2,2,2,2,2,2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,55,0,10,5,5,14,2,13,9,55,55,55,10,14,2,2,2,
2,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,10,5,5,14,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,10,5,9,0,0,0,0,0,10,14,2,2,
2,4,0,100,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,10,14,2,
2,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,13,9,55,0,41,44,43,44,7,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,
2,12,3,8,0,0,0,0,0,0,0,0,7,3,23,3,8,0,0,0,58,0,0,0,65,6,2,2,2,2,2,4,55,0,0,41,56,7,3,11,2,2,2,12,8,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,6,2,
2,2,2,12,3,8,53,53,53,53,7,3,11,2,2,2,12,3,8,53,0,0,0,0,0,6,2,2,2,2,2,4,0,0,0,41,56,6,2,2,2,2,2,2,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,
2,2,2,2,2,12,3,3,3,3,11,2,2,2,2,2,2,2,12,3,3,3,8,0,41,6,2,2,2,2,2,4,0,41,0,41,56,6,2,2,2,2,2,2,4,0,0,0,53,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,
