[header]
width=60
height=30
tilewidth=32
tileheight=32

[tilesets]
tileset=../level00.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
2,2,2,13,5,5,5,5,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,13,5,9,55,55,55,55,55,55,55,55,10,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,2,2,2,2,
2,4,55,55,0,0,0,58,0,0,0,0,55,10,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,9,55,55,55,55,55,55,55,55,0,0,0,0,0,55,55,55,55,10,5,14,2,2,
13,9,0,0,0,0,0,0,0,0,0,0,0,55,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,9,55,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,55,55,10,14,2,
4,55,0,0,0,0,0,7,8,0,0,0,0,0,10,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,9,55,55,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,55,6,2,
4,0,0,0,0,0,7,11,12,8,0,0,0,0,55,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,7,11,12,3,3,3,3,8,0,0,0,0,0,0,10,14,
4,0,0,0,20,15,26,2,2,4,0,0,0,0,0,10,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,7,11,2,2,2,2,2,2,12,8,0,0,0,0,0,65,6,
12,8,0,0,0,0,10,5,5,9,0,0,0,0,0,55,10,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,65,6,2,2,2,2,2,2,2,2,12,3,8,0,0,0,0,6,
2,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,55,10,5,14,2,2,2,2,2,2,2,2,2,2,2,13,9,66,0,0,0,0,0,0,0,0,0,10,5,5,5,5,5,5,5,5,14,2,12,8,0,41,0,6,
2,4,45,0,0,0,0,100,0,0,0,0,0,0,0,0,0,55,55,10,14,2,2,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,55,55,55,55,55,55,55,55,55,10,5,14,24,18,41,0,6,
2,12,8,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,55,10,5,14,2,2,2,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,51,0,55,55,10,9,0,41,0,6,
2,2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,10,14,2,2,2,2,2,2,13,9,0,0,0,0,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,6,
2,2,2,12,3,3,3,8,0,0,48,0,0,0,0,0,0,0,0,0,0,0,55,10,14,2,2,2,2,13,9,41,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
2,2,2,2,2,2,2,12,3,8,0,0,48,0,0,0,0,0,0,0,0,0,0,55,10,14,2,2,13,9,0,41,0,0,45,45,7,11,2,12,8,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,7,11,
2,2,2,2,2,2,2,2,2,4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,58,6,2,2,4,55,0,41,0,0,0,7,11,2,2,2,4,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,6,2,
2,2,2,2,2,2,2,2,2,4,53,0,0,0,0,0,48,0,0,0,0,0,0,0,0,6,2,2,4,0,0,41,0,0,0,6,2,2,2,13,9,61,61,61,53,61,49,61,61,61,57,61,61,61,61,61,61,61,6,2,
2,2,2,2,2,2,2,2,2,12,8,53,0,0,0,0,53,7,8,0,0,41,0,0,7,11,2,2,4,66,0,41,0,0,7,11,2,2,2,4,61,61,61,56,32,54,61,61,61,61,61,61,61,61,53,61,61,61,6,2,
2,2,2,2,2,2,2,2,2,2,12,8,53,53,53,53,7,11,12,8,0,41,0,7,11,2,2,2,4,0,0,41,0,0,10,14,2,2,2,4,61,61,61,61,55,61,61,61,61,61,61,61,61,56,32,54,61,61,6,2,
2,2,2,13,5,5,14,2,2,2,2,12,3,3,3,3,11,2,2,4,0,41,0,6,2,2,2,2,4,0,0,41,0,0,55,6,2,2,2,4,61,61,61,61,61,61,61,61,61,61,61,61,61,61,55,61,61,61,6,2,
2,2,13,9,55,55,10,14,2,2,2,2,2,2,2,2,2,2,2,4,0,41,0,6,2,2,2,2,4,53,0,41,0,0,0,10,14,2,2,4,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,6,2,
2,13,9,0,0,0,0,10,5,14,2,2,2,2,2,2,2,2,13,9,0,41,0,10,5,14,2,2,12,8,0,41,0,0,0,41,6,2,2,12,8,61,52,61,52,61,61,61,52,61,61,61,52,61,61,61,52,61,6,2,
2,4,0,0,58,0,0,43,0,10,5,5,5,5,14,2,2,13,9,0,0,41,0,0,0,10,5,14,2,4,53,53,0,0,0,41,10,14,2,2,4,61,61,61,61,61,52,61,61,61,52,61,61,61,52,61,61,7,11,2,
13,9,0,0,0,0,0,43,0,0,0,0,43,0,10,5,5,9,0,0,0,41,0,0,0,0,65,10,14,12,39,18,0,0,0,41,0,6,2,2,4,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,6,2,2,
4,0,0,0,0,0,0,43,0,0,0,0,43,0,0,48,0,0,0,0,0,41,0,0,0,0,0,55,10,5,9,41,0,0,0,41,0,6,2,2,4,53,61,61,61,61,61,61,53,53,53,61,61,61,61,61,53,6,2,2,
4,66,0,48,0,0,0,44,44,44,44,44,44,0,0,48,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,6,2,2,12,8,53,61,61,61,61,56,2,2,2,54,61,61,61,53,7,11,2,2,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,6,2,2,2,12,8,61,61,61,61,61,55,55,55,61,61,61,61,7,11,2,2,2,
12,8,0,0,48,0,0,0,0,0,0,0,0,0,0,48,0,0,0,7,3,3,3,3,3,8,53,0,0,0,0,0,0,0,0,0,53,6,2,2,2,2,4,53,61,61,61,61,61,58,61,61,61,61,53,6,2,2,2,2,
2,12,8,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,7,11,2,2,2,2,2,12,3,8,43,44,43,0,0,0,53,53,7,11,2,2,2,2,12,8,53,61,61,61,61,61,61,61,61,53,7,11,2,2,2,2,
2,2,12,3,3,3,8,53,53,53,53,53,53,7,3,3,3,3,11,2,2,2,2,2,2,2,2,12,3,3,8,53,53,53,7,3,11,2,2,2,2,2,2,12,8,53,53,53,53,53,53,53,53,7,11,2,2,2,2,2,
2,2,2,2,2,2,12,3,3,3,3,3,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,11,2,2,2,2,2,2,2,2,2,12,3,3,3,3,3,3,3,3,11,2,2,2,2,2,2

