[header]
width=30
height=30
tilewidth=32
tileheight=32

[tilesets]
tileset=../level00.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,
2,2,13,5,9,0,0,0,0,0,0,0,0,0,0,55,0,0,56,10,5,5,5,5,14,2,2,2,2,2,
2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,10,5,5,14,2,2,
2,4,0,0,100,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,14,2,
2,4,66,0,0,0,0,0,53,53,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,10,14,
2,4,0,0,0,0,0,0,7,8,54,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,6,
2,12,8,0,52,0,0,7,11,12,8,48,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,56,6,
2,2,12,3,3,3,3,11,2,2,4,53,0,0,0,0,0,53,53,53,53,53,53,53,53,53,0,0,56,6,
2,2,2,2,2,2,2,2,2,2,12,8,53,53,53,53,53,7,3,3,3,3,3,3,39,18,0,0,56,6,
2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,3,3,11,2,2,2,2,2,2,4,54,0,58,56,6,
2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,14,2,2,2,2,2,2,13,9,54,0,0,56,6,
2,2,2,2,2,2,2,2,2,13,5,5,5,9,0,0,10,5,5,5,5,5,5,9,54,0,0,0,0,6,
2,2,2,13,5,5,5,5,5,9,0,0,0,0,0,0,0,0,55,44,44,55,55,55,0,41,0,0,0,6,
2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
2,13,9,0,0,0,0,0,0,0,0,0,17,54,0,56,17,45,45,0,0,0,0,0,0,0,0,53,53,6,
2,4,0,0,0,0,0,0,0,0,0,7,23,3,3,3,23,3,8,45,45,45,45,45,17,53,53,7,3,11,
2,4,66,0,0,0,0,0,53,7,3,11,2,2,2,2,2,2,12,3,3,3,3,3,23,3,3,11,2,2,
2,4,0,0,0,0,52,0,7,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,4,0,0,0,53,53,53,6,2,2,2,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,2,2,
2,4,54,52,56,7,3,3,11,2,13,5,9,66,55,55,55,55,55,55,55,55,55,55,55,55,0,10,14,2,
2,4,54,0,56,6,2,2,2,13,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,14,
2,4,54,0,56,10,5,5,5,9,55,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,6,
2,4,0,0,0,58,55,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,6,
2,4,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,41,0,0,0,0,41,0,0,0,0,0,0,6,
2,4,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,11,
2,4,53,0,0,0,49,0,0,0,57,48,0,0,0,0,0,0,0,53,53,53,53,53,53,53,6,2,2,2,
2,12,8,53,0,44,0,0,0,44,48,0,0,0,53,53,53,53,53,7,3,3,3,3,3,3,11,2,2,2,
2,2,12,8,53,53,53,53,53,53,53,53,53,53,7,3,3,3,3,11,2,2,2,2,2,2,2,2,2,2,
2,2,2,12,3,3,3,3,3,3,3,3,3,3,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2

