[header]
width=50
height=40
tilewidth=32
tileheight=32

[tilesets]
tileset=../level00.png,32,32,0,0

[layer]
type=Tile Layer 1
data=
2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,13,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,14,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,14,2,2,2,2,
2,2,2,2,13,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,14,2,2,2,13,5,5,9,0,0,0,0,0,10,14,2,2,2,
2,2,2,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,5,9,0,0,0,0,0,0,0,0,0,10,14,2,2,
2,2,2,4,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,57,57,57,0,0,50,0,0,0,0,0,0,0,10,14,2,
2,2,13,9,0,0,0,0,0,0,0,53,53,53,53,53,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,
2,2,4,41,0,0,0,44,0,0,0,7,3,3,3,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
2,2,4,41,0,0,0,0,0,0,0,6,2,2,2,12,8,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,6,
2,2,4,41,0,0,0,0,0,0,0,10,14,2,2,2,12,3,8,53,0,0,0,0,0,0,0,48,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,6,
2,2,4,0,0,0,0,0,0,0,0,55,10,14,2,2,2,2,12,8,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,53,53,7,3,3,3,3,11,
2,2,4,0,0,0,0,0,0,0,0,0,55,10,14,2,2,2,2,12,3,8,53,53,53,53,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,7,3,11,2,2,2,2,2,
2,2,4,0,0,0,0,0,0,0,0,0,0,55,6,2,2,2,2,2,2,12,3,3,3,8,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,2,
2,2,4,43,0,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,2,2,2,2,2,12,3,8,53,53,53,53,53,53,53,53,53,53,53,53,53,53,6,2,2,2,2,2,2,2,
2,2,12,8,53,0,0,0,0,0,0,0,0,0,0,6,2,2,2,2,2,2,2,2,2,2,2,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,2,2,2,2,2,2,2,
2,2,2,12,8,53,0,0,0,0,0,0,0,0,0,10,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,12,8,43,53,0,0,0,0,0,0,0,55,10,14,2,2,2,2,2,2,13,5,5,5,14,2,2,2,2,2,2,13,5,5,5,14,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,12,3,8,53,0,0,0,0,0,0,0,55,10,5,5,5,5,5,5,9,55,55,55,10,14,2,13,5,5,5,9,0,0,0,10,5,14,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,12,8,53,0,0,0,0,0,0,0,0,0,55,55,55,55,55,0,0,0,0,55,10,5,9,0,0,0,0,48,0,0,55,55,10,14,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,12,8,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,48,0,0,0,0,55,10,5,5,5,14,2,2,2,
2,2,2,2,2,2,2,2,2,12,3,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,2,2,2,
2,2,13,5,5,5,5,5,14,2,2,12,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,14,2,2,
2,13,9,0,55,0,0,55,10,14,2,2,12,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,16,53,0,0,0,0,0,0,0,0,0,6,2,2,
2,4,0,0,0,0,0,0,55,10,14,2,2,12,8,53,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,44,44,20,15,15,31,15,15,18,0,0,0,0,0,0,0,6,2,2,
2,4,0,100,0,0,0,0,0,55,6,2,2,2,12,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,45,0,0,0,0,10,14,2,
2,4,0,0,0,0,0,0,0,0,6,2,2,2,2,12,8,53,53,53,53,53,53,53,0,0,0,53,53,53,53,53,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,2,
2,4,44,44,44,0,0,0,0,0,10,14,2,2,2,2,12,3,3,3,3,3,3,8,53,53,53,7,3,3,3,8,53,53,53,53,16,53,53,53,0,0,0,0,0,45,0,0,6,2,
